#time(s),GeodLatitude(degs),GeodLongitude(degs),GeodAltitude(m),alpha deg,beta(pitch)  deg,gamma(roll) deg
396,29.42315729,-53.01201808,38135.99984,152.7785633,38.88512568,53.48971552
396.1,29.42284681,-53.01537882,38135.07696,152.7793763,38.88277031,53.49147949
396.2,29.42253625,-53.01873929,38134.15383,152.7801895,38.88041502,53.49324363
396.3,29.42222562,-53.0220995,38133.23042,152.781003,38.8780598,53.49513166
396.4,29.42191491,-53.02545944,38132.30676,152.7817014,38.87563107,53.49681597
396.5,29.42160414,-53.02881912,38131.38282,152.7825155,38.87327602,53.49858063
396.6,29.4212933,-53.03217852,38130.45863,152.7833298,38.87092104,53.50046919
396.7,29.42098238,-53.03553766,38129.53417,152.7841445,38.86856614,53.5022342
396.8,29.42067139,-53.03889653,38128.60945,152.7849594,38.86621132,53.50399938
396.9,29.42036033,-53.04225514,38127.68446,152.7857746,38.86385657,53.50588846
397,29.4200492,-53.04561347,38126.75921,152.7864747,38.86142833,53.50757384
397.1,29.419738,-53.04897154,38125.8337,152.7872905,38.85907374,53.50946327
397.2,29.41942672,-53.05232935,38124.90793,152.7881065,38.85671923,53.51122915
397.3,29.41911538,-53.05568688,38123.98189,152.7889228,38.85436481,53.5129952
397.4,29.41880396,-53.05904415,38123.0556,152.7897394,38.85201045,53.51476142
397.5,29.41849247,-53.06240115,38122.12904,152.7905563,38.84965618,53.51665155
397.6,29.41818091,-53.06575789,38121.20222,152.7912582,38.84722842,53.51833799
397.7,29.41786928,-53.06911435,38120.27514,152.7920757,38.8448743,53.52010473
397.8,29.41755758,-53.07247055,38119.3478,152.7928934,38.84252027,53.52199539
397.9,29.4172458,-53.07582648,38118.4202,152.7937114,38.84016631,53.52376248
398,29.41693396,-53.07918215,38117.49233,152.7945296,38.83781243,53.52552974
398.1,29.41662204,-53.08253754,38116.56421,152.7953482,38.83545862,53.52742091
398.2,29.41631006,-53.08589267,38115.63583,152.7960518,38.83303134,53.52910842
398.3,29.415998,-53.08924754,38114.70719,152.796871,38.8306777,53.53087621
398.4,29.41568587,-53.09260213,38113.77829,152.7976904,38.82832413,53.53264417
398.5,29.41537366,-53.09595646,38112.84913,152.79851,38.82597064,53.53453604
398.6,29.41506139,-53.09931052,38111.91972,152.79933,38.82361723,53.53630434
398.7,29.41474905,-53.10266431,38110.99004,152.8000351,38.82119036,53.53799274
398.8,29.41443663,-53.10601784,38110.06011,152.8008556,38.8188371,53.53988514
398.9,29.41412415,-53.1093711,38109.12992,152.8016764,38.81648393,53.54165397
399,29.41381159,-53.11272409,38108.19947,152.8023366,38.81413083,53.54342297
399.1,29.41349896,-53.11607681,38107.26876,152.8030429,38.81170428,53.54511208
399.2,29.41318626,-53.11942927,38106.3378,152.8038645,38.80935133,53.54700517
399.3,29.41287349,-53.12278145,38105.40658,152.8046864,38.80699847,53.5487747
399.4,29.41256065,-53.12613337,38104.47511,152.8055086,38.80464569,53.55054439
399.5,29.41224774,-53.12948503,38103.54338,152.8063311,38.80229298,53.55231426
399.6,29.41193475,-53.13283641,38102.61139,152.8070388,38.79986683,53.55412801
399.7,29.4116217,-53.13618753,38101.67915,152.8078619,38.79751428,53.55589823
399.8,29.41130857,-53.13953838,38100.74665,152.8086852,38.79516181,53.55766862
399.9,29.41099537,-53.14288897,38099.81389,152.8095088,38.79280942,53.55943918
400,29.4106821,-53.14623928,38098.88089,152.8102177,38.79038359,53.56112989
400.1,29.41036877,-53.14958933,38097.94797,152.7480894,38.91494258,53.4601035
400.2,29.41005536,-53.1529391,38097.0167,152.6849797,39.00151943,53.35328815
400.3,29.40974188,-53.1562886,38096.08861,152.62292,39.0588289,53.2449319
400.4,29.40942833,-53.15963781,38095.16489,152.5628764,39.09359127,53.13815525
400.5,29.40911471,-53.16298674,38094.24646,152.5059878,39.11116348,53.03497482
400.6,29.40880102,-53.16633537,38093.33404,152.4525895,39.11596338,52.93686884
400.7,29.40848726,-53.16968372,38092.42816,152.4031382,39.11145885,52.84488303
400.8,29.40817344,-53.17303178,38091.52921,152.3578752,39.10016188,52.75950582
400.9,29.40785956,-53.17637955,38090.63749,152.316554,39.08406866,52.68126902
401,29.40754561,-53.17972702,38089.7532,152.2793941,39.06465833,52.61002004
401.1,29.40723159,-53.1830742,38088.87646,152.2479998,39.04503202,52.54950215
401.2,29.40691751,-53.18642109,38088.00736,152.2312899,39.03367192,52.51723047
401.3,29.40660337,-53.18976768,38087.14592,152.2371524,39.03758136,52.52876009
401.4,29.40628917,-53.19311398,38086.29217,152.2706181,39.06133771,52.59422346
401.5,29.40597491,-53.19645999,38085.44606,152.3351317,39.10806219,52.72014163
401.6,29.40566058,-53.1998057,38084.60757,152.4322726,39.17920487,52.90941314
401.7,29.40534618,-53.20315112,38083.77663,152.5626337,39.27521014,53.16325605
401.8,29.40503171,-53.20649624,38082.95317,152.7265851,39.39580985,53.48124525
401.9,29.40471717,-53.20984108,38082.13711,152.923545,39.54009207,53.86167404
402,29.40440255,-53.21318561,38081.32836,153.1524616,39.70664158,54.3022246
402.1,29.40408784,-53.21652985,38080.52684,153.4125545,39.89382893,54.79992992
402.2,29.40377304,-53.2198738,38079.73246,153.7025966,40.09980302,55.35155997
402.3,29.40345815,-53.22321745,38078.94513,154.0211647,40.32248281,55.95389881
402.4,29.40314315,-53.2265608,38078.16476,154.3671469,40.56007637,56.60377544
402.5,29.40282804,-53.22990385,38077.39128,154.7391757,40.81047581,57.29776432
402.6,29.40251281,-53.23324661,38076.62461,155.1358437,41.07170308,58.03253497
402.7,29.40219745,-53.23658906,38075.86468,155.5560056,41.34198505,58.80535783
402.8,29.40188196,-53.23993121,38075.11141,155.9985612,41.61944794,59.61292719
402.9,29.40156631,-53.24327306,38074.36474,156.4620879,41.90242059,60.45247313
403,29.40125051,-53.2466146,38073.62461,156.9457912,42.1894367,61.32182285
403.1,29.40093454,-53.24995584,38072.89096,157.4482679,42.47900497,62.21808722
403.2,29.40061839,-53.25329676,38072.16373,157.9684149,42.76968537,63.13919042
403.3,29.40030205,-53.25663738,38071.44288,158.5053785,43.06032483,64.08283927
403.4,29.39998551,-53.25997768,38070.72835,159.057826,43.34982719,65.04696269
403.5,29.39966876,-53.26331767,38070.02008,159.6252362,43.6371544,66.02994525
403.6,29.39935179,-53.26665734,38069.31804,160.2066052,43.92140747,67.0298901
403.7,29.39903459,-53.26999669,38068.62216,160.8006496,44.20175005,68.04501896
403.8,29.39871714,-53.27333572,38067.9324,161.4065211,44.47741027,69.07370888
403.9,29.39839943,-53.27667443,38067.24871,162.023654,44.74760196,70.11456183
404,29.39808146,-53.2800128,38066.57103,162.6507084,45.01168702,71.16618979
404.1,29.3977632,-53.28335085,38065.8993,163.2874071,45.2693422,72.22777052
404.2,29.39744466,-53.28668857,38065.23347,163.9328141,45.51999434,73.2973775
404.3,29.3971258,-53.29002595,38064.57346,164.5854227,45.7633081,74.37394391
404.4,29.39680664,-53.29336299,38063.91922,165.2453433,45.99877927,75.45635106
404.5,29.39648714,-53.29669968,38063.27067,165.911296,46.2261459,76.54375225
404.6,29.3961673,-53.30003604,38062.62776,166.5831732,46.44539381,77.63578343
404.7,29.39584711,-53.30337204,38061.9904,167.2600993,46.65634455,78.73109961
404.8,29.39552655,-53.3067077,38061.3585,167.9406002,46.85881991,79.8277803
404.9,29.39520562,-53.310043,38060.73197,168.6250462,47.05289456,80.92681966
405,29.39488429,-53.31337794,38060.11071,169.3121074,47.23847885,82.02616951
405.1,29.39456257,-53.31671252,38059.49463,170.0010597,47.4154007,83.12390599
405.2,29.39424042,-53.32004673,38058.88362,170.6911645,47.58382917,84.22209746
405.3,29.39391785,-53.32338058,38058.27756,171.3826019,47.74376881,85.31757993
405.4,29.39359484,-53.32671405,38057.67634,172.073856,47.89522796,86.41041464
405.5,29.39327138,-53.33004715,38057.07982,172.7643582,48.03830452,87.4995213
405.6,29.39294745,-53.33337986,38056.48789,173.4536109,48.17327314,88.58575775
405.7,29.39262304,-53.33671219,38055.90041,174.1409932,48.30032882,89.66946159
405.8,29.39229815,-53.34004414,38055.31726,174.8256419,48.4195857,89.2586766
405.9,29.39197275,-53.34337569,38054.73828,175.5062338,48.53107587,88.19183083
406,29.39164684,-53.34670684,38054.16335,176.1844559,48.63474839,87.13361198
406.1,29.39132039,-53.35003759,38053.59233,176.8580324,48.73081595,86.08334483
406.2,29.39099341,-53.35336794,38053.02505,177.5240624,48.81932221,85.03895535
406.3,29.39066588,-53.35669788,38052.46137,178.1889116,48.90075024,84.00562089
406.4,29.39033778,-53.3600274,38051.90113,178.8454533,48.97515288,82.98164899
406.5,29.3900091,-53.3633565,38051.34417,179.4952139,49.0428484,81.96789966
406.6,29.38967983,-53.36668518,38050.7903,179.8551141,49.10407204,80.96381532
406.7,29.38934996,-53.37001344,38050.23939,179.2229167,49.15915035,79.97177391
406.8,29.38901947,-53.37334126,38049.69128,178.5943619,49.20832598,78.99061011
406.9,29.38868836,-53.37666864,38049.1458,177.9756676,49.25184467,78.02132734
407,29.38835661,-53.37999558,38048.60279,177.3617796,49.28995502,77.06354732
407.1,29.3880242,-53.38332207,38048.0621,176.7545123,49.32282031,76.11775702
407.2,29.38769113,-53.38664811,38047.52355,176.1592599,49.3508698,75.18452557
407.3,29.38735738,-53.38997369,38046.98697,175.570158,49.37427127,74.26390028
407.4,29.38702295,-53.39329881,38046.45219,174.9910905,49.39310611,73.35563476
407.5,29.38668781,-53.39662346,38045.91903,174.419907,49.40745712,72.46017488
407.6,29.38635195,-53.39994763,38045.38731,173.8573825,49.41767266,71.57746998
407.7,29.38601538,-53.40327133,38044.85684,173.3047318,49.42401441,70.70775103
407.8,29.38567806,-53.40659454,38044.32744,172.7600676,49.42674514,69.85124476
407.9,29.38533999,-53.40991726,38043.79891,172.2254327,49.4262166,69.00770342
408,29.38500116,-53.41323949,38043.27104,171.7010706,49.42269315,68.17739044
408.1,29.38466156,-53.41656121,38042.74366,171.1841585,49.41626349,67.36006229
408.2,29.38432117,-53.41988243,38042.21654,170.6771247,49.40728101,66.55580793
408.3,29.38397998,-53.42320313,38041.68951,170.1797769,49.39601119,65.76470319
408.4,29.38363798,-53.42652332,38041.16237,169.6908555,49.38254363,64.98659864
408.5,29.38329516,-53.42984298,38040.63495,169.2119074,49.36723207,64.22141711
408.6,29.3829515,-53.43316211,38040.10706,168.7417203,49.35007822,63.46906276
408.7,29.382607,-53.4364807,38039.57852,168.2801073,49.3309961,62.72966217
408.8,29.38226165,-53.43979876,38039.04914,167.8284724,49.31033946,62.00301219
408.9,29.38191542,-53.44311626,38038.51874,167.3850491,49.28819814,61.28892107
409,29.38156831,-53.4464332,38037.98712,166.9508122,49.26492532,60.58759606
409.1,29.38122031,-53.44974959,38037.45408,166.5253384,49.24061037,59.89852527
409.2,29.3808714,-53.45306541,38036.91945,166.1079505,49.21543025,59.22159719
409.3,29.38052158,-53.45638065,38036.38301,165.6995204,49.18964927,58.55688428
409.4,29.38017084,-53.45969531,38035.84458,165.2992804,49.16318074,57.90381032
409.5,29.37981915,-53.46300939,38035.30395,164.9073531,49.13620092,57.26249843
409.6,29.37946652,-53.46632287,38034.76095,164.5231979,49.10888567,56.63243323
409.7,29.37911292,-53.46963576,38034.21537,164.1465805,49.08123554,56.01315379
409.8,29.37875836,-53.47294803,38033.66702,163.7779587,49.05333852,55.40485162
409.9,29.37840281,-53.47625969,38033.11573,163.416469,49.02510764,54.80727826
410,29.37804626,-53.47957074,38032.56134,163.0619947,48.99663078,54.21989961
410.1,29.37768871,-53.48288115,38032.00364,162.7189376,48.96110121,53.64824184
410.2,29.37733015,-53.48619093,38031.4424,162.3931762,48.91469774,53.10213501
410.3,29.37697056,-53.48950008,38030.87728,162.0876285,48.86163083,52.58662653
410.4,29.37660994,-53.49280858,38030.30789,161.8040531,48.80514027,52.10480074
410.5,29.37624828,-53.49611643,38029.73378,161.5430046,48.74775743,51.65808383
410.6,29.37588557,-53.49942364,38029.15451,161.3042483,48.691308,51.24654213
410.7,29.37552182,-53.50273019,38028.56963,161.0877836,48.63743614,50.87014405
410.8,29.37515701,-53.50603609,38027.97871,160.8926393,48.58691309,50.52769445
410.9,29.37479114,-53.50934134,38027.38131,160.7176737,48.5405076,50.21783133
411,29.37442422,-53.51264593,38026.77705,160.562012,48.4985542,49.93884921
411.1,29.37405623,-53.51594986,38026.16556,160.4243547,48.46138741,49.68915994
411.2,29.37368718,-53.51925313,38025.54649,160.3031629,48.42891038,49.46644451
411.3,29.37331706,-53.52255575,38024.91954,160.1978078,48.40128668,49.26910406
411.4,29.37294588,-53.5258577,38024.28443,160.1066371,48.37824964,49.09506448
411.5,29.37257362,-53.52915899,38023.6409,160.0283477,48.35962056,48.94245214
411.6,29.37220029,-53.53245962,38022.98872,159.9622168,48.34530839,48.80970736
411.7,29.3718259,-53.53575958,38022.3277,159.9070371,48.33505093,48.69523822
411.8,29.37145043,-53.53905888,38021.65766,159.8618971,48.32858721,48.59724355
411.9,29.37107389,-53.54235752,38020.97845,159.82592,48.32565726,48.51448704
412,29.37069627,-53.54565549,38020.28996,159.7985202,48.32608812,48.44561502
412.1,29.37031759,-53.5489528,38019.59205,159.7786083,48.32953517,48.38934316
412.2,29.36993783,-53.55224944,38018.88466,159.7656387,48.33582663,48.34449803
412.3,29.36955699,-53.55554541,38018.1677,159.7590791,48.34479116,48.31044208
412.4,29.36917509,-53.55884072,38017.44113,159.7581312,48.35608525,48.28568543
412.5,29.36879211,-53.56213536,38016.7049,159.7625428,48.36962422,48.2697233
412.6,29.36840806,-53.56542934,38015.959,159.771805,48.3852373,48.26182029
412.7,29.36802294,-53.56872264,38015.20339,159.785148,48.40266751,48.26113798
412.8,29.36763675,-53.57201528,38014.4381,159.8030957,48.42191671,48.26729854
412.9,29.36724948,-53.57530725,38013.66312,159.8241168,48.44264148,48.27936134
413,29.36686115,-53.57859855,38012.87847,159.8489885,48.46484364,48.29695327
413.1,29.36647174,-53.58188918,38012.08419,159.8764555,48.48835223,48.31961383
413.2,29.36608127,-53.58517913,38011.28032,159.9070315,48.51308258,48.34699249
413.3,29.36568972,-53.58846842,38010.46689,159.9399581,48.53886341,48.37862878
413.4,29.36529711,-53.59175704,38009.64397,159.9755138,48.56569634,48.41415144
413.5,29.36490342,-53.59504498,38008.81161,160.013204,48.59349642,48.45333938
413.6,29.36450867,-53.59833225,38007.96987,160.0527668,48.62209189,48.49585986
413.7,29.36411285,-53.60161885,38007.11884,160.0944802,48.65148412,48.54147006
413.8,29.36371597,-53.60490478,38006.25858,160.1375865,48.68158773,48.58994596
413.9,29.36331802,-53.60819003,38005.38917,160.1826181,48.71240399,48.64104314
414,29.36291901,-53.61147461,38004.51071,160.2290491,48.74376047,48.6945541
414.1,29.36251893,-53.61475851,38003.62328,160.2768988,48.77565817,48.7502314
414.2,29.36211778,-53.61804174,38002.72698,160.3259286,48.80809814,48.80809057
414.3,29.36171557,-53.62132429,38001.82191,160.3763959,48.84099438,48.86790134
414.4,29.3613123,-53.62460617,38000.90816,160.4277594,48.87417359,48.9295819
414.5,29.36090797,-53.62788737,37999.98584,160.4802924,48.90763633,48.9927467
414.6,29.36050258,-53.63116789,37999.05505,160.5334438,48.94120873,49.05717591
414.7,29.36009613,-53.63444773,37998.1159,160.5872211,48.97489101,49.12247781
414.8,29.35968862,-53.6377269,37997.1685,160.6419181,49.00877076,49.18877494
414.9,29.35928005,-53.64100539,37996.21295,160.6967076,49.04267358,49.25584127
415,29.35887042,-53.6442832,37995.24937,160.7521687,49.07677447,49.3236481
415.1,29.35845973,-53.64756032,37994.27786,160.8077061,49.11081125,49.39184807
415.2,29.35804799,-53.65083677,37993.29853,160.8639031,49.14495899,49.46067984
415.3,29.35763519,-53.65411254,37992.31151,160.920475,49.17913028,49.53002944
415.4,29.35722134,-53.65738763,37991.31689,160.977131,49.21323746,49.59964557
415.5,29.35680643,-53.66066204,37990.31479,161.0341671,49.2473682,49.66964928
415.6,29.35639047,-53.66393576,37989.30532,161.0913166,49.28152255,49.73990733
415.7,29.35597346,-53.6672088,37988.28861,161.1486358,49.31587635,49.81066361
415.8,29.35555539,-53.67048116,37987.26475,161.2063743,49.35034208,49.88180162
415.9,29.35513628,-53.67375284,37986.23387,161.2645671,49.38500801,49.95372057
416,29.35471611,-53.67702383,37985.19609,161.3232221,49.41987457,50.0262904
416.1,29.3542949,-53.68029414,37984.15153,161.3823179,49.45485405,50.09966894
416.2,29.35387263,-53.68356376,37983.1003,161.4421685,49.49003493,50.1739865
416.3,29.35344932,-53.6868327,37982.04254,161.5024767,49.52532938,50.24898904
416.4,29.35302496,-53.69010095,37980.97836,161.563281,49.56082599,50.32480731
416.5,29.35259956,-53.69336851,37979.90789,161.6245258,49.59634842,50.40133659
416.6,29.35217311,-53.69663539,37978.83125,161.6862496,49.63198521,50.47856924
416.7,29.35174562,-53.69990158,37977.74859,161.7487424,49.66773662,50.55665071
416.8,29.35131708,-53.70316708,37976.66002,161.8111296,49.70351432,50.63532122
416.9,29.3508875,-53.7064319,37975.56567,161.8745847,49.73940704,50.71457321
417,29.35045687,-53.70969602,37974.46569,161.9379428,49.77532633,50.79442383
417.1,29.35002521,-53.71295946,37973.36018,162.0020646,49.81127227,50.87473703
417.2,29.3495925,-53.7162222,37972.2493,162.0660575,49.84715606,50.95552766
417.3,29.34915875,-53.71948426,37971.13317,162.1305354,49.88306652,51.03664625
417.4,29.34872397,-53.72274562,37970.01192,162.1952136,49.91900371,51.118379
417.5,29.34828815,-53.72600629,37968.8857,162.2603482,49.95487865,51.20031475
417.6,29.34785128,-53.72926627,37967.75462,162.3253566,49.99069122,51.28245432
417.7,29.34741339,-53.73252556,37966.61883,162.3908655,50.02653047,51.36493162
417.8,29.34697445,-53.73578415,37965.47846,162.4565034,50.06221799,51.44762515
417.9,29.34653449,-53.73904205,37964.33364,162.5223524,50.09793207,51.53051654
418,29.34609348,-53.74229926,37963.18451,162.5880316,50.13349403,51.61348131
418.1,29.34565145,-53.74555577,37962.0312,162.6538355,50.16890353,51.69637395
418.2,29.34520838,-53.74881158,37960.87384,162.7201521,50.20433929,51.77960977
418.3,29.34476428,-53.7520667,37959.71257,162.7859457,50.23953262,51.86263518
418.4,29.34431915,-53.75532113,37958.54752,162.8522533,50.27475196,51.94585926
418.5,29.34387299,-53.75857485,37957.37882,162.9183321,50.30972822,52.02886826
418.6,29.3434258,-53.76182788,37956.20661,162.984575,50.34464044,52.11193613
418.7,29.34297758,-53.76508021,37955.03101,163.0506266,50.37939866,52.19492266
418.8,29.34252833,-53.76833185,37953.85216,163.1167904,50.41400253,52.27767848
418.9,29.34207806,-53.77158278,37952.67019,163.1827538,50.44845174,52.36034736
419,29.34162676,-53.77483302,37951.48522,163.2485106,50.48274597,52.44277909
419.1,29.34117444,-53.77808255,37950.29739,163.3143686,50.51688487,52.52511815
419.2,29.34072109,-53.78133139,37949.10682,163.3803257,50.55086814,52.60706505
419.3,29.34026672,-53.78457952,37947.91364,163.4456939,50.58460521,52.68876861
