#time(s),GeodLatitude(degs),GeodLongitude(degs),GeodAltitude(m),alpha deg,beta(pitch)  deg,gamma(roll) deg
361.8,29.5250362,-51.84703794,38434.09261,152.4765291,39.68393033,52.84134053
361.9,29.52475114,-51.85048949,38433.27881,152.4775264,39.6816224,52.84337442
362,29.524466,-51.85394077,38432.46462,152.4783628,39.67931454,52.84540848
362.1,29.52418077,-51.85739179,38431.65005,152.4793606,39.67700675,52.84731944
362.2,29.52389548,-51.86084255,38430.83508,152.4804772,39.67477349,52.84943533
362.3,29.5236101,-51.86429304,38430.01973,152.4813144,39.67246586,52.85134662
362.4,29.52332465,-51.86774327,38429.204,152.482313,39.6701583,52.85338134
362.5,29.52303912,-51.87119324,38428.38788,152.4833119,39.66785082,52.85529295
362.6,29.52275352,-51.87464294,38427.57137,152.484311,39.66554342,52.85732801
362.7,29.52246784,-51.87809238,38426.75448,152.4851493,39.6632361,52.85923995
362.8,29.52218208,-51.88154156,38425.93721,152.486149,39.66092886,52.86127533
362.9,29.52189625,-51.88499047,38425.11955,152.4872674,39.65869611,52.86326908
363,29.52161033,-51.88843911,38424.30151,152.4881065,39.65638901,52.86530479
363.1,29.52132434,-51.8918875,38423.48309,152.4891069,39.654082,52.86721739
363.2,29.52103828,-51.89533561,38422.66429,152.4901077,39.65177506,52.86925343
363.3,29.52075214,-51.89878347,38421.8451,152.4909475,39.64946819,52.87128964
363.4,29.52046592,-51.90223106,38421.02553,152.4919488,39.64716141,52.87320273
363.5,29.52017962,-51.90567839,38420.20559,152.4929504,39.6448547,52.87523927
363.6,29.51989325,-51.90912545,38419.38526,152.493791,39.64254806,52.87715269
363.7,29.5196068,-51.91257225,38418.56455,152.4947931,39.64024151,52.87918956
363.8,29.51932028,-51.91601878,38417.74347,152.4957955,39.63793503,52.88110331
363.9,29.51903367,-51.91946506,38416.92201,152.4967553,39.63570303,52.88322195
364,29.51874699,-51.92291106,38416.10017,152.4977582,39.6333967,52.88513603
364.1,29.51846024,-51.92635681,38415.27795,152.4987613,39.63109045,52.88717356
364.2,29.51817341,-51.92980229,38414.45535,152.4997647,39.62878427,52.88908796
364.3,29.5178865,-51.9332475,38413.63238,152.5006073,39.62647818,52.89112582
364.4,29.51759951,-51.93669245,38412.80904,152.5016112,39.62417216,52.89304056
364.5,29.51731245,-51.94013714,38411.98531,152.5026154,39.62186621,52.89507875
364.6,29.51702531,-51.94358156,38411.16121,152.5034588,39.61956035,52.89699381
364.7,29.5167381,-51.94702572,38410.33674,152.5044635,39.61725456,52.89890904
364.8,29.5164508,-51.95046962,38409.5119,152.5054685,39.61494884,52.90094773
364.9,29.51616344,-51.95391325,38408.68668,152.5063127,39.61264321,52.90286328
365,29.51587599,-51.95735661,38407.86109,152.5073182,39.61033765,52.90490231
365.1,29.51558847,-51.96079972,38407.03512,152.508324,39.60803217,52.90681819
365.2,29.51530087,-51.96424255,38406.20878,152.509169,39.60572676,52.90885755
365.3,29.5150132,-51.96768513,38405.38208,152.5101754,39.60342143,52.91077376
365.4,29.51472545,-51.97112744,38404.555,152.511182,39.60111618,52.91281345
365.5,29.51443762,-51.97456948,38403.72755,152.5120277,39.598811,52.91472999
365.6,29.51414972,-51.97801127,38402.89973,152.5130349,39.59650591,52.91677001
365.7,29.51386174,-51.98145278,38402.07154,152.5140423,39.59420088,52.91868688
365.8,29.51357368,-51.98489404,38401.24298,152.5148889,39.59189594,52.92060392
365.9,29.51328555,-51.98833503,38400.41405,152.5158968,39.58959107,52.92264444
366,29.51299734,-51.99177575,38399.58475,152.5167439,39.58728628,52.9245618
366.1,29.51270906,-51.99521621,38398.75509,152.5177524,39.58498156,52.92660265
366.2,29.51242069,-51.99865641,38397.92506,152.5187611,39.58267692,52.92852034
366.3,29.51213226,-52.00209634,38397.09466,152.519609,39.58037236,52.93056153
366.4,29.51184374,-52.00553601,38396.2639,152.5206183,39.57806788,52.93247955
366.5,29.51155515,-52.00897541,38395.43277,152.5216279,39.57576347,52.93452106
366.6,29.51126648,-52.01241455,38394.60127,152.5224766,39.57345913,52.93643942
366.7,29.51097774,-52.01585343,38393.76941,152.5234867,39.57115488,52.93835793
366.8,29.51068892,-52.01929204,38392.93719,152.524497,39.5688507,52.94039994
366.9,29.51040003,-52.02273039,38392.1046,152.5253465,39.5665466,52.94231879
367,29.51011106,-52.02616847,38391.27165,152.5262393,39.56416825,52.94427981
367.1,29.50982201,-52.02960629,38390.43833,152.5272505,39.5618643,52.94619899
367.2,29.50953288,-52.03304384,38389.60465,152.5281008,39.55956043,52.94811833
367.3,29.50924369,-52.03648113,38388.77061,152.5291125,39.55725664,52.95016118
367.4,29.50895441,-52.03991815,38387.93621,152.5299633,39.55495292,52.95208085
367.5,29.50866506,-52.04335491,38387.10145,152.5309756,39.55264928,52.95412403
367.6,29.50837563,-52.04679141,38386.26632,152.5319881,39.55034572,52.95604403
367.7,29.50808612,-52.05022764,38385.43084,152.5328397,39.54804223,52.9579642
367.8,29.50779654,-52.05366361,38384.595,152.5338527,39.54573882,52.96000788
367.9,29.50750689,-52.05709931,38383.75879,152.534866,39.54343548,52.96192837
368,29.50721715,-52.06053475,38382.92223,152.5357185,39.54113222,52.96384903
368.1,29.50692735,-52.06396993,38382.08531,152.5366143,39.53875475,52.96581192
368.2,29.50663746,-52.06740484,38381.24803,152.5374673,39.53645164,52.96773291
368.3,29.5063475,-52.07083948,38380.41039,152.5384817,39.53414862,52.96977743
368.4,29.50605746,-52.07427386,38379.5724,152.5394963,39.53184567,52.97169875
368.5,29.50576735,-52.07770798,38378.73405,152.5403501,39.52954279,52.97362024
368.6,29.50547716,-52.08114183,38377.89534,152.5413653,39.52723999,52.97566525
368.7,29.5051869,-52.08457542,38377.05628,152.5422196,39.52493727,52.97758707
368.8,29.50489656,-52.08800874,38376.21686,152.5431174,39.52256035,52.97942779
368.9,29.50460614,-52.0914418,38375.37708,152.5441334,39.52025779,52.9814733
369,29.50431565,-52.09487459,38374.53696,152.5449885,39.5179553,52.98339562
369.1,29.50402508,-52.09830712,38373.69647,152.546005,39.51565288,52.98531809
369.2,29.50373444,-52.10173939,38372.85564,152.5468607,39.51335055,52.98736411
369.3,29.50344372,-52.10517139,38372.01445,152.5478777,39.51104828,52.98928692
369.4,29.50315292,-52.10860312,38371.17291,152.5487772,39.50867184,52.99112865
369.5,29.50286205,-52.1120346,38370.33101,152.5496337,39.50636973,52.99317517
369.6,29.5025711,-52.1154658,38369.48877,152.5506515,39.5040677,52.99509847
369.7,29.50228008,-52.11889674,38368.64617,152.5515085,39.50176575,52.99702195
369.8,29.50198898,-52.12232742,38367.80322,152.5525269,39.49946387,52.99906896
369.9,29.50169781,-52.12575783,38366.95992,152.5534277,39.49708782,53.00091154
370,29.50140656,-52.12918798,38366.11627,152.5542856,39.4947861,53.00283551
370.1,29.50111523,-52.13261787,38365.27227,152.5553047,39.49248445,53.00488303
370.2,29.50082383,-52.13604748,38364.42792,152.5561631,39.49018288,53.00680733
370.3,29.50053235,-52.13947684,38363.58323,152.5571828,39.48788139,53.00873179
370.4,29.5002408,-52.14290593,38362.73818,152.558085,39.48550573,53.01069861
370.5,29.49994917,-52.14633475,38361.89279,152.5589442,39.4832044,53.01262341
370.6,29.49965746,-52.14976331,38361.04705,152.5599647,39.48090313,53.01454837
370.7,29.49936568,-52.15319161,38360.20096,152.5608244,39.47860195,53.0164735
370.8,29.49907383,-52.15661964,38359.35452,152.5617277,39.47622661,53.01844099
370.9,29.4987819,-52.16004741,38358.50774,152.562588,39.47392558,53.02036646
371,29.49848989,-52.16347491,38357.66062,152.5636096,39.47162462,53.02229208
371.1,29.49819781,-52.16690214,38356.81314,152.5646315,39.46932374,53.02434127
371.2,29.49790565,-52.17032911,38355.96532,152.5653748,39.46694872,53.02618605
371.3,29.49761342,-52.17375582,38355.11716,152.5663972,39.46464799,53.02811218
371.4,29.49732111,-52.17718226,38354.26866,152.5672588,39.46234735,53.03003847
371.5,29.49702872,-52.18060844,38353.41981,152.5682817,39.46004677,53.03208833
371.6,29.49673626,-52.18403435,38352.57061,152.5690262,39.45767207,53.03393379
371.7,29.49644373,-52.18746,38351.72108,152.5700496,39.45537165,53.03586058
371.8,29.49615111,-52.19088539,38350.8712,152.5709123,39.45307131,53.03778753
371.9,29.49585843,-52.1943105,38350.02098,152.5719363,39.45077104,53.03983805
372,29.49556567,-52.19773536,38349.17041,152.5728429,39.44839665,53.0416842
372.1,29.49527283,-52.20115995,38348.31951,152.5737064,39.44609654,53.04361165
372.2,29.49497992,-52.20458427,38347.46826,152.5747312,39.4437965,53.04553926
372.3,29.49468693,-52.20800833,38346.61668,152.5754776,39.44142235,53.04750933
372.4,29.49439386,-52.21143212,38345.76475,152.576503,39.43912247,53.04943728
372.5,29.49410072,-52.21485565,38344.91249,152.5773675,39.43682267,53.05136539
372.6,29.49380751,-52.21827892,38344.05988,152.5782758,39.43444875,53.05321255
372.7,29.49351422,-52.22170192,38343.20694,152.5791409,39.4321491,53.055141
372.8,29.49322086,-52.22512465,38342.35366,152.5801673,39.42984953,53.05719304
372.9,29.49292741,-52.22854712,38341.50004,152.5809154,39.42747585,53.05904071
373,29.4926339,-52.23196932,38340.64608,152.5819423,39.42517643,53.06096966
373.1,29.49234031,-52.23539126,38339.79179,152.5828085,39.42287708,53.06289877
373.2,29.49204664,-52.23881294,38338.93716,152.5837185,39.42050365,53.06487038
373.3,29.4917529,-52.24223435,38338.08219,152.5847462,39.41820445,53.06679982
373.4,29.49145908,-52.24565549,38337.22689,152.5856132,39.41590534,53.06872944
373.5,29.49116519,-52.24907637,38336.37125,152.586524,39.41353214,53.07057813
373.6,29.49087123,-52.25249699,38335.51528,152.5873915,39.41123318,53.07250807
373.7,29.49057718,-52.25591734,38334.65897,152.5884204,39.40893429,53.07456162
373.8,29.49028307,-52.25933742,38333.80233,152.5891709,39.40656133,53.07641082
373.9,29.48998887,-52.26275724,38332.94535,152.5902003,39.4042626,53.07834126
374,29.48969461,-52.2661768,38332.08804,152.5910689,39.40196394,53.08027187
374.1,29.48940026,-52.26959609,38331.2304,152.5919813,39.39959121,53.08212158
374.2,29.48910584,-52.27301511,38330.37242,152.5928504,39.39729271,53.08405253
374.3,29.48881135,-52.27643387,38329.51412,152.5937635,39.39492015,53.08602602
374.4,29.48851678,-52.27985236,38328.65548,152.5946331,39.3926218,53.0879573
374.5,29.48822214,-52.28327059,38327.7965,152.5956641,39.39032353,53.08988874
374.6,29.48792742,-52.28668856,38326.9372,152.5964169,39.38795119,53.09173931
374.7,29.48763263,-52.29010626,38326.07757,152.5974484,39.38565308,53.09367108
374.8,29.48733776,-52.29352369,38325.21761,152.5983192,39.38335503,53.09560302
374.9,29.48704282,-52.29694086,38324.35731,152.5992338,39.38098294,53.0974541
375,29.4867478,-52.30035776,38323.49669,152.6001051,39.37868505,53.09950982
375.1,29.48645271,-52.3037744,38322.63574,152.6010203,39.37631312,53.10136124
375.2,29.48615754,-52.30719078,38321.77446,152.6018921,39.37401538,53.10329385
375.3,29.4858623,-52.31060688,38320.91285,152.6028079,39.3716436,53.10514561
375.4,29.48556698,-52.31402273,38320.05091,152.6036803,39.36934602,53.10707855
375.5,29.48527159,-52.31743831,38319.18865,152.604714,39.36704852,53.10901166
375.6,29.48497612,-52.32085362,38318.32606,152.6054695,39.36467698,53.11086393
375.7,29.48468057,-52.32426867,38317.46314,152.6063427,39.36237962,53.11292083
375.8,29.48438496,-52.32768345,38316.59989,152.6072599,39.36000824,53.11477344
375.9,29.48408927,-52.33109796,38315.73632,152.6081336,39.35771104,53.11670722
376,29.4837935,-52.33451222,38314.87243,152.6090513,39.35533982,53.11856017
376.1,29.48349766,-52.3379262,38314.00821,152.6099255,39.35304278,53.12049428
376.2,29.48320174,-52.34133992,38313.14366,152.6108438,39.35067171,53.12234757
376.3,29.48290575,-52.34475338,38312.27879,152.6117186,39.34837482,53.12428202
376.4,29.48260968,-52.34816657,38311.4136,152.6127547,39.346078,53.12621663
376.5,29.48231354,-52.3515795,38310.54808,152.6135128,39.34370718,53.12807043
376.6,29.48201732,-52.35499216,38309.68224,152.6145494,39.34141051,53.13000538
376.7,29.48172103,-52.35840455,38308.81607,152.615308,39.33903984,53.131983
376.8,29.48142467,-52.36181668,38307.94958,152.6163452,39.33674333,53.13391828
376.9,29.48112823,-52.36522855,38307.08277,152.6171044,39.33437282,53.13577276
377,29.48083171,-52.36864015,38306.21564,152.6179811,39.33207647,53.13770838
377.1,29.48053513,-52.37205148,38305.34819,152.6189019,39.32970611,53.13956321
377.2,29.48023846,-52.37546255,38304.48042,152.6197791,39.32740991,53.14149916
377.3,29.47994172,-52.37887335,38303.61232,152.6207004,39.32503971,53.14335433
377.4,29.47964491,-52.38228389,38302.74391,152.6215781,39.32274366,53.14529061
377.5,29.47934802,-52.38569416,38301.87518,152.6225001,39.32037363,53.14714612
377.6,29.47905106,-52.38910417,38301.00612,152.6233783,39.31807773,53.14908274
377.7,29.47875402,-52.39251391,38300.13675,152.6243008,39.31570785,53.15093859
377.8,29.47845691,-52.39592338,38299.26706,152.6251796,39.31341211,53.15287554
377.9,29.47815973,-52.39933259,38298.39705,152.6259416,39.31104239,53.15473174
378,29.47786247,-52.40274154,38297.52672,152.626982,39.3087468,53.15666903
378.1,29.47756513,-52.40615022,38296.65608,152.6277445,39.30637723,53.15852556
378.2,29.47726772,-52.40955863,38295.78511,152.6287854,39.3040818,53.16046318
378.3,29.47697024,-52.41296678,38294.91384,152.6295485,39.30171239,53.16232006
378.4,29.47667268,-52.41637466,38294.04224,152.630473,39.29934307,53.16417712
378.5,29.47637505,-52.41978228,38293.17033,152.6313537,39.29704786,53.16611524
378.6,29.47607734,-52.42318963,38292.2981,152.6321176,39.29467869,53.16797263
378.7,29.47577956,-52.42659672,38291.42556,152.6331599,39.29238364,53.16991109
378.8,29.4754817,-52.43000354,38290.5527,152.6339243,39.29001463,53.17176883
378.9,29.47518377,-52.4334101,38289.67953,152.6349672,39.28771973,53.17370762
379,29.47488577,-52.43681639,38288.80604,152.6357322,39.28535088,53.1755657
379.1,29.47458769,-52.44022241,38287.93224,152.6366145,39.28305613,53.17750483
379.2,29.47428953,-52.44362817,38287.05813,152.6375412,39.28068744,53.17936325
379.3,29.47399131,-52.44703366,38286.1837,152.638307,39.27831882,53.18122184
379.4,29.47369301,-52.45043889,38285.30896,152.6393512,39.2760243,53.18316147
379.5,29.47339463,-52.45384385,38284.43391,152.6401177,39.27365585,53.18502041
379.6,29.47309618,-52.45724855,38283.55854,152.6410013,39.27136148,53.18696037
379.7,29.47279765,-52.46065298,38282.68286,152.6419294,39.26899318,53.18881965
379.8,29.47249905,-52.46405715,38281.80688,152.6428136,39.26669897,53.19075995
379.9,29.47220038,-52.46746105,38280.93058,152.6437421,39.26433083,53.19261957
380,29.47190163,-52.47086468,38280.05397,152.64451,39.26196277,53.19447937
380.1,29.47160281,-52.47426805,38279.17705,152.645395,39.25966879,53.19642017
380.2,29.47130392,-52.47767115,38278.29982,152.6463244,39.25730088,53.19828031
380.3,29.47100495,-52.48107399,38277.42228,152.64721,39.25500705,53.20022145
380.4,29.4707059,-52.48447656,38276.54443,152.6479789,39.25263931,53.20208193
380.5,29.47040678,-52.48787887,38275.66628,152.6489092,39.25027164,53.20394258
380.6,29.47010759,-52.49128091,38274.78781,152.6497955,39.24797804,53.20588422
380.7,29.46980833,-52.49468268,38273.90904,152.6507264,39.24561053,53.20774522
380.8,29.46950899,-52.49808419,38273.02996,152.6514964,39.24324311,53.20960638
380.9,29.46920957,-52.50148543,38272.15057,152.6523836,39.24094974,53.21154853
381,29.46891008,-52.50488641,38271.27087,152.6533153,39.23858246,53.21341004
381.1,29.46861052,-52.50828712,38270.39087,152.654203,39.23628925,53.21535252
381.2,29.46831088,-52.51168757,38269.51056,152.6549741,39.23392213,53.21721437
381.3,29.46801117,-52.51508775,38268.62995,152.6559066,39.2315551,53.21895287
381.4,29.46771139,-52.51848766,38267.74903,152.6567952,39.22926211,53.22089585
381.5,29.46741153,-52.52188731,38266.8678,152.6575672,39.22689523,53.22275822
381.6,29.4671116,-52.52528669,38265.98627,152.6585005,39.22452844,53.22462076
381.7,29.46681159,-52.52868581,38265.10444,152.6592731,39.22216172,53.22648347
381.8,29.46651151,-52.53208466,38264.2223,152.6603237,39.21986904,53.22842713
381.9,29.46621135,-52.53548325,38263.33986,152.6610969,39.21750248,53.23029019
382,29.46591113,-52.53888157,38262.45711,152.6618703,39.215136,53.23215342
382.1,29.46561082,-52.54227962,38261.57406,152.6629217,39.21284354,53.23409758
382.2,29.46531045,-52.54567741,38260.69071,152.6636957,39.21047722,53.23596116
382.3,29.46501,-52.54907493,38259.80705,152.664631,39.20811098,53.2378249
382.4,29.46470947,-52.55247219,38258.92309,152.6654055,39.20574481,53.23968882
382.5,29.46440888,-52.55586918,38258.03883,152.666297,39.20345267,53.24163366
382.6,29.46410821,-52.5592659,38257.15427,152.6672331,39.20108666,53.24349792
382.7,29.46380746,-52.56266236,38256.2694,152.6680085,39.19872073,53.24536236
382.8,29.46350664,-52.56605855,38255.38424,152.6689452,39.19635489,53.24722697
382.9,29.46320575,-52.56945448,38254.49877,152.6697211,39.19398912,53.24909175
383,29.46290478,-52.57285014,38253.613,152.670614,39.19169736,53.25103743
383.1,29.46260374,-52.57624553,38252.72693,152.6715515,39.18933174,53.25290256
383.2,29.46230263,-52.57964066,38251.84056,152.6723283,39.18696621,53.25476786
383.3,29.46200144,-52.58303552,38250.95389,152.6732663,39.18460076,53.25650977
383.4,29.46170018,-52.58643012,38250.06691,152.6740437,39.18223539,53.25837542
383.5,29.46139885,-52.58982445,38249.17964,152.6749379,39.17994401,53.26032194
383.6,29.46109744,-52.59321852,38248.29207,152.6758768,39.17757879,53.26218793
383.7,29.46079596,-52.59661231,38247.4042,152.676655,39.17521366,53.26405409
383.8,29.4604944,-52.60000585,38246.51603,152.6774334,39.1728486,53.26592043
383.9,29.46019277,-52.60339911,38245.62757,152.6783732,39.17048362,53.26778694
384,29.45989107,-52.60679211,38244.7388,152.6792688,39.16819263,53.26973431
384.1,29.45958929,-52.61018485,38243.84974,152.6802091,39.16582781,53.27160116
384.2,29.45928744,-52.61357732,38242.96038,152.6809886,39.16346307,53.27346819
384.3,29.45898552,-52.61696952,38242.07072,152.6817685,39.1610984,53.27533539
384.4,29.45868352,-52.62036146,38241.18076,152.6827097,39.15873382,53.27707918
384.5,29.45838145,-52.62375313,38240.2905,152.6836066,39.15644321,53.27902739
384.6,29.45807931,-52.62714453,38239.39995,152.6843873,39.15407878,53.28089511
384.7,29.45777709,-52.63053567,38238.5091,152.6853293,39.15171444,53.282763
384.8,29.4574748,-52.63392654,38237.61796,152.6861105,39.14935017,53.28463106
384.9,29.45717244,-52.63731715,38236.72652,152.6868921,39.14698598,53.2864993
385,29.45687,-52.64070749,38235.83478,152.6878349,39.14462188,53.28836771
385.1,29.45656749,-52.64409756,38234.94275,152.688617,39.14225785,53.29011271
385.2,29.4562649,-52.64748737,38234.05042,152.6895158,39.13996777,53.2920621
385.3,29.45596225,-52.65087691,38233.1578,152.6904595,39.1376039,53.29393102
385.4,29.45565951,-52.65426619,38232.26489,152.6912424,39.1352401,53.29580013
385.5,29.45535671,-52.6576552,38231.37167,152.6920256,39.13287639,53.2976694
385.6,29.45505383,-52.66104394,38230.47817,152.6929701,39.13051276,53.29953885
385.7,29.45475088,-52.66443242,38229.58437,152.6937539,39.1281492,53.30128488
385.8,29.45444786,-52.66782063,38228.69028,152.694538,39.12578573,53.30315467
385.9,29.45414476,-52.67120857,38227.79589,152.6954387,39.12349619,53.30510524
386,29.45384159,-52.67459625,38226.90121,152.6963843,39.12113287,53.30697538
386.1,29.45353834,-52.67798366,38226.00624,152.6971692,39.11876963,53.30884569
386.2,29.45323503,-52.68137081,38225.11097,152.6979544,39.11640646,53.31059258
386.3,29.45293164,-52.68475769,38224.21541,152.6989009,39.11404338,53.31246324
386.4,29.45262817,-52.6881443,38223.31956,152.6996866,39.11168038,53.31433407
386.5,29.45232463,-52.69153065,38222.42342,152.7004726,39.10931746,53.31620507
386.6,29.45202102,-52.69491673,38221.52699,152.7014199,39.10695461,53.31807625
386.7,29.45171734,-52.69830254,38220.63026,152.7023228,39.10466568,53.31990457
386.8,29.45141358,-52.70168809,38219.73325,152.7031097,39.102303,53.32177609
386.9,29.45110976,-52.70507337,38218.83594,152.7038968,39.09994039,53.32364779
387,29.45080585,-52.70845839,38217.93834,152.7048452,39.09757786,53.32551966
387.1,29.45050188,-52.71184314,38217.04046,152.7056329,39.09521541,53.32726809
387.2,29.45019783,-52.71522762,38216.14228,152.7064209,39.09285304,53.32914031
387.3,29.44989371,-52.71861184,38215.24381,152.7072092,39.09049074,53.3310127
387.4,29.44958951,-52.72199579,38214.34506,152.7081587,39.08812853,53.33288526
387.5,29.44928524,-52.72537947,38213.44601,152.7089476,39.0857664,53.33463438
387.6,29.4489809,-52.72876289,38212.54668,152.7097367,39.08340434,53.33650729
387.7,29.44867649,-52.73214604,38211.64706,152.7106423,39.08111618,53.33846091
387.8,29.448372,-52.73552892,38210.74715,152.7115929,39.07875428,53.34033416
387.9,29.44806744,-52.73891154,38209.84695,152.7123829,39.07639246,53.34208397
388,29.44776281,-52.74229389,38208.94646,152.7131731,39.07403072,53.34395757
388.1,29.4474581,-52.74567598,38208.04569,152.7139636,39.07166905,53.34583134
388.2,29.44715333,-52.7490578,38207.14463,152.7149154,39.06930747,53.34758167
388.3,29.44684847,-52.75243935,38206.24328,152.7157064,39.06694597,53.34945579
388.4,29.44654355,-52.75582064,38205.34165,152.7164978,39.06458454,53.35133009
388.5,29.44623855,-52.75920166,38204.43973,152.7172894,39.0622232,53.35320455
388.6,29.44593348,-52.76258241,38203.53752,152.7182423,39.05986193,53.35495557
388.7,29.44562834,-52.7659629,38202.63503,152.7190345,39.05750074,53.35683039
388.8,29.44532312,-52.76934312,38201.73225,152.719827,39.05513963,53.35870537
388.9,29.44501784,-52.77272307,38200.82918,152.7206197,39.0527786,53.36045691
389,29.44471247,-52.77610276,38199.92584,152.7214128,39.05041765,53.36233224
389.1,29.44440704,-52.77948218,38199.0222,152.7223671,39.04805678,53.36420775
389.2,29.44410153,-52.78286133,38198.11829,152.7231607,39.04569598,53.3659598
389.3,29.44379595,-52.78624022,38197.21408,152.7239545,39.04333527,53.36783566
389.4,29.4434903,-52.78961884,38196.3096,152.7248647,39.0410484,53.36979216
389.5,29.44318458,-52.7929972,38195.40483,152.7256592,39.03868784,53.37154472
389.6,29.44287878,-52.79637529,38194.49978,152.7266148,39.03632736,53.37342109
389.7,29.44257291,-52.79975311,38193.59444,152.7274098,39.03396696,53.37529764
389.8,29.44226697,-52.80313066,38192.68882,152.7282051,39.03160664,53.37705072
389.9,29.44196095,-52.80650795,38191.78292,152.7290007,39.02924639,53.37892762
390,29.44165486,-52.80988497,38190.87674,152.7297965,39.02688623,53.38068104
390.1,29.4413487,-52.81326173,38189.97028,152.7307536,39.02452614,53.38255828
390.2,29.44104247,-52.81663822,38189.06353,152.73155,39.02216614,53.3844357
390.3,29.44073616,-52.82001444,38188.1565,152.7323466,39.01980621,53.38618964
390.4,29.44042978,-52.8233904,38187.24919,152.7331436,39.01744636,53.38806741
390.5,29.44012333,-52.82676608,38186.3416,152.7339408,39.01508659,53.38994535
390.6,29.43981681,-52.83014151,38185.43373,152.7348993,39.01272689,53.3916998
390.7,29.43951021,-52.83351666,38184.52558,152.7356971,39.01036728,53.39357809
390.8,29.43920354,-52.83689155,38183.61715,152.7364952,39.00800774,53.39533289
390.9,29.4388968,-52.84026617,38182.70844,152.7372936,39.00564829,53.39721153
391,29.43858999,-52.84364053,38181.79945,152.7380922,39.00328891,53.39909033
391.1,29.4382831,-52.84701462,38180.89018,152.7388911,39.00092961,53.40084565
391.2,29.43797615,-52.85038844,38179.98064,152.7396903,38.99857039,53.40272481
391.3,29.43766912,-52.853762,38179.07081,152.7406508,38.99621125,53.40448048
391.4,29.43736201,-52.85713528,38178.16071,152.7414505,38.99385219,53.40635998
391.5,29.43705484,-52.86050831,38177.25032,152.7422506,38.9914932,53.40811599
391.6,29.43674759,-52.86388106,38176.33966,152.7430509,38.9891343,53.40999584
391.7,29.43644027,-52.86725355,38175.42873,152.7438515,38.98677547,53.41187586
391.8,29.43613288,-52.87062577,38174.51751,152.7446524,38.98441672,53.41363239
391.9,29.43582541,-52.87399773,38173.60602,152.7454535,38.98205805,53.41551276
392,29.43551787,-52.87736941,38172.69425,152.7464159,38.97969946,53.41726963
392.1,29.43521026,-52.88074084,38171.78221,152.7471019,38.97726725,53.41907
392.2,29.43490258,-52.88411199,38170.86988,152.7479039,38.97490881,53.42082722
392.3,29.43459483,-52.88748288,38169.95729,152.7487062,38.97255046,53.42270829
392.4,29.434287,-52.8908535,38169.04442,152.7495087,38.97019219,53.42446586
392.5,29.4339791,-52.89422385,38168.13127,152.7503116,38.96783399,53.42634727
392.6,29.43367113,-52.89759394,38167.21784,152.7511147,38.96547587,53.42810519
392.7,29.43336309,-52.90096376,38166.30415,152.7519181,38.96311783,53.42998695
392.8,29.43305498,-52.90433331,38165.39018,152.7527218,38.96075987,53.43174521
392.9,29.43274679,-52.9077026,38164.47593,152.7536867,38.95840199,53.43362732
393,29.43243853,-52.91107162,38163.56141,152.754491,38.95604419,53.43538593
393.1,29.4321302,-52.91444037,38162.64662,152.7552955,38.95368646,53.43726838
393.2,29.4318218,-52.91780886,38161.73155,152.7561003,38.95132881,53.43902733
393.3,29.43151332,-52.92117708,38160.81621,152.7569054,38.94897125,53.44091014
393.4,29.43120477,-52.92454503,38159.9006,152.7577108,38.94661376,53.44266943
393.5,29.43089615,-52.92791272,38158.98471,152.7585164,38.94425634,53.44455259
393.6,29.43058746,-52.93128014,38158.06856,152.7593224,38.94189901,53.44631223
393.7,29.4302787,-52.93464729,38157.15213,152.7601286,38.93954176,53.44819573
393.8,29.42996986,-52.93801417,38156.23543,152.7608195,38.93711092,53.44987543
393.9,29.42966095,-52.94138079,38155.31845,152.7616263,38.93475382,53.45175928
394,29.42935197,-52.94474714,38154.40121,152.7625942,38.93239681,53.45351962
394.1,29.42904292,-52.94811322,38153.4837,152.7634016,38.93003987,53.45540382
394.2,29.4287338,-52.95147904,38152.56591,152.7642092,38.92768301,53.4571645
394.3,29.4284246,-52.95484459,38151.64786,152.7650171,38.92532622,53.45904905
394.4,29.42811534,-52.95820987,38150.72953,152.7658253,38.92296952,53.46081007
394.5,29.427806,-52.96157489,38149.81094,152.7666337,38.92061289,53.46257127
394.6,29.42749659,-52.96493964,38148.89207,152.7674425,38.91825635,53.46445634
394.7,29.4271871,-52.96830412,38147.97294,152.7682515,38.91589988,53.46621788
394.8,29.42687755,-52.97166833,38147.05354,152.7689453,38.91346985,53.46802306
394.9,29.42656792,-52.97503228,38146.13387,152.7697549,38.91111354,53.46978495
395,29.42625822,-52.97839596,38145.21393,152.7705647,38.90875731,53.47167072
395.1,29.42594845,-52.98175937,38144.29372,152.7713749,38.90640115,53.47343295
395.2,29.42563861,-52.98512252,38143.37324,152.7721853,38.90404508,53.47519537
395.3,29.4253287,-52.9884854,38142.4525,152.772996,38.90168908,53.47708165
395.4,29.42501871,-52.99184801,38141.53149,152.773807,38.89933316,53.47884441
395.5,29.42470865,-52.99521036,38140.61021,152.7746182,38.89697732,53.48073105
395.6,29.42439853,-52.99857244,38139.68867,152.7754298,38.89462156,53.48249415
395.7,29.42408832,-53.00193425,38138.76686,152.7761262,38.89219226,53.48417722
395.8,29.42377805,-53.00529579,38137.84479,152.7769383,38.88983665,53.48606438
395.9,29.42346771,-53.00865707,38136.92244,152.7777507,38.88748113,53.48782801
